"Protein","Total identified peptides","Total quantified peptides","Annotation","C_0_R_1","C_0_R_2","C_0_R_3","C_1_R_1","C_1_R_2","C_1_R_3","C_2_R_1","C_2_R_2","C_2_R_3","C_3_R_1","C_3_R_2","C_3_R_3","C_4_R_1","C_4_R_2","C_4_R_3","C_5_R_1","C_5_R_2","C_5_R_3"
"Q8IVF2",179,176,"AHNK2_HUMAN Protein AHNAK2",-0.348521318133967,-0.304037113235097,-0.335651205205119,-0.238066384358216,-0.182917330648803,-0.149680559305924,-0.340613986073689,-0.329273575464249,-0.421099019992101,0.088872222680342,0.0737721132655702,0.130008963884715,0.522611671557028,0.423028254798965,0.421490316572312,0.28463218047334,0.27253392573115,0.388678311875481
"P35579",165,146,"MYH9_HUMAN Myosin-9",0.353965132610599,0.374110208461199,0.459504845237138,-0.0400912805530207,-0.00204941230923984,-0.12416667063756,0.123874406459427,0.266034137388339,0.405841527103082,0.172568937233483,0.270316631886862,0.0082767744304059,-0.287010949559932,-0.360009037114133,-0.306190526641937,-0.39984854589145,-0.437223673643629,-0.490273504155784
"Q14315",165,149,"FLNC_HUMAN Filamin-C",-0.62638665656292,-0.604604924312384,-0.629379096444668,-0.371868829015413,-0.456149575271687,-0.437843654709826,-0.0820501855797109,-0.112950570015911,-0.139698480710338,0.207259982212167,0.158918401308006,0.183001529223133,0.370910951696851,0.490779734949148,0.444943090730908,0.549177326761963,0.529271952421176,0.507618328811223
"Q8NF91",162,155,"SYNE1_HUMAN Nesprin-1",-0.348364645399916,-0.313688981168465,-0.361170637110554,-0.26652132710074,-0.264464859725288,-0.247222161535209,-0.187432736308974,-0.20888423180337,-0.26243922771918,0.0992991705672147,0.0328175909682945,0.0596002001670463,0.306252017937858,0.32437708015909,0.325668567124916,0.41574764404328,0.393136570784779,0.399691128454349
"Q9Y490",151,139,"TLN1_HUMAN Talin-1",0.281978281223804,0.288912642345472,0.362365714233965,0.0533614607692601,0.0754340380629027,-0.00988648641151829,0.0750147283899024,0.146784509353748,0.195520220588288,0.0567542667173452,0.0942045096137315,-0.0335424139907395,-0.205729630354808,-0.22902458981043,-0.206417355752712,-0.261816472982041,-0.327859835827688,-0.331583895239901
"Q9NZJ4",144,141,"SACS_HUMAN Sacsin",-0.324124877066334,-0.308913753316354,-0.326037669187122,-0.20944034894884,-0.21330827875326,-0.19155898828823,0.223460036813579,0.210438950819614,0.219611005645372,0.200417379286356,0.223949087461077,0.22644246718976,0.0669479081630226,0.0825994278901089,0.0861830440288989,0.0395111814424572,-0.0017907570083285,-0.00433065099858888
"Q01082",142,105,"SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1",-0.210309701926999,-0.190331672794129,-0.195481027084922,-0.107003559802451,-0.0952513658437829,-0.0742626975849931,-0.0268286305871127,-0.068063540933361,-0.107198882485228,0.00318707125618594,0.0124505554044081,0.0517061668428427,0.179975914351153,0.136948761391055,0.146010359820816,0.189924031208278,0.185928918316042,0.176358874055747
"P46939",139,130,"UTRO_HUMAN Utrophin",-0.359882804155661,-0.361183365061203,-0.400406048184591,-0.229035634589667,-0.233854621364407,-0.237363359655659,-0.0804906079506266,-0.0993625114087829,-0.160007149477997,0.0568886237645908,-0.0478290142021225,0.0012807069044965,0.29419788079267,0.315742706694962,0.306617538912653,0.413118036334959,0.397340723045024,0.397939932490382
"Q92616",129,106,"GCN1_HUMAN eIF-2-alpha kinase activator GCN1",-0.0922389408319331,-0.0981102781134147,-0.080085753781225,-0.0198359343449105,-0.0492475464237867,-0.0145100283790504,-0.114623077814536,-0.133364055902369,-0.160354695712034,-0.0499088940363876,-0.0870790893426282,-0.0267646041637347,0.108119384977914,0.11976619566853,0.138796340152228,0.180004013232861,0.190699151169874,0.187872633501728
"Q9UKX2",128,127,"MYH2_HUMAN Myosin-2",-1.72842549030243,-1.60804382298537,-1.27887618759154,-1.54488572906626,-1.48277778407323,-1.10035625538131,-1.39003180440985,-1.11380810593371,-1.18813047950858,0.0797987965258939,-0.322675947568419,-0.103615781822574,1.29121874380709,1.69423491597428,1.72835012643768,2.61279124641711,2.52903148678825,2.32226927500387
"Q7Z6Z7",124,97,"HUWE1_HUMAN E3 ubiquitin-protein ligase HUWE1",-0.235918704084355,-0.232140151757836,-0.27417275802498,-0.100875069896613,-0.113902463266864,-0.0856542147838079,-0.0815079831060019,-0.112695909877315,-0.177536131563097,0.00726026401486929,-0.0348470191243463,0.0227586516518884,0.162243965142035,0.192010462022905,0.181709841598801,0.325196084033981,0.273612910904054,0.284022891566226
"P21333",121,119,"FLNA_HUMAN Filamin-A",0.361033020189865,0.353850733014831,0.446038558356504,0.120895016516794,0.141321545932621,0.056824174443024,0.231561522320458,0.272749508691076,0.386740335862021,0.126692423620117,0.216558067161553,0.0427958038597263,-0.234338987701708,-0.400228885160858,-0.40138892778896,-0.478697723776002,-0.619750210520838,-0.622479637194082
"Q5T4S7",118,94,"UBR4_HUMAN E3 ubiquitin-protein ligase UBR4",-0.119358200226748,-0.148696277839686,-0.120340407553986,0.0291810479556893,0.0512105061947591,0.0972768856159377,-0.0488984202115493,-0.074155758462355,-0.149592132925617,-0.1368868875428,-0.171829549583509,-0.0736425861679033,0.0214995286961487,0.068109424437571,0.0774053951404094,0.226278140586817,0.244497378356409,0.2136797316373
"Q9NZM1",118,95,"MYOF_HUMAN Myoferlin",0.205766551559594,0.193642601254802,0.210262823584302,0.119681615088088,0.121737529763689,0.0725758787930711,0.0912714454441426,0.0943503000247921,0.139355643872852,0.0245523890113343,0.065061937995267,0.00561647962287722,-0.14857069093218,-0.191943556538704,-0.162132025622542,-0.270687391717496,-0.289769320059871,-0.279788386782177
"Q14789",117,108,"GOGB1_HUMAN Golgin subfamily B member 1",-0.0218844465878988,0.0107896270057762,-0.0198269679314808,0.0386104258276136,0.05396592684816,0.0702591362878954,-0.202764498609953,-0.234658451679046,-0.3093696322503,-0.178907461419832,-0.197182759162823,-0.143205432728167,0.0695475856431269,0.107931530760163,0.117502326998513,0.285981950056738,0.287671864322185,0.264323412687975
"Q14980",116,112,"NUMA1_HUMAN Nuclear mitotic apparatus protein 1",-0.140564278710002,-0.1274143341531,-0.088823244711553,-0.11087529232033,-0.0889339901403144,-0.0846970464730542,0.227597162868577,0.229125419467569,0.239357965233027,0.25790124792628,0.288982554678179,0.255837247395712,0.0151743142418267,-0.0699108133507012,-0.0498968154376903,-0.237056736192505,-0.254860576770339,-0.259184763698039
"P78559",113,106,"MAP1A_HUMAN Microtubule-associated protein 1A",-0.659790928943971,-0.662880882882052,-0.591525704016167,-0.453099447557497,-0.539943824946267,-0.47999474660837,0.0446138399844066,0.024978850594747,0.0355524540906274,0.0830713260767623,0.00667457488434986,0.0839504585554247,0.313992943523869,0.355426268449346,0.395702106100741,0.747189096075107,0.627324564012591,0.608527178516363
"P12270",112,93,"TPR_HUMAN Nucleoprotein TPR",0.0591012291638477,0.019279254692572,0.0840625568762119,-0.0621849385193877,-0.0746577225237916,-0.0950331813387595,0.252121636559872,0.232421595588533,0.31034672258096,0.164881333481521,0.208447832392281,0.14884387587337,-0.0995105999781655,-0.162603668315928,-0.147638486274906,-0.241667459592394,-0.281491890705724,-0.281463198415707
"P49792",109,98,"RBP2_HUMAN E3 SUMO-protein ligase RanBP2",0.0221532530633733,-0.00479967198862584,0.0336366268371006,-0.0458946056122309,-0.0594098429618993,-0.113583059641709,0.246164610658442,0.216299415053645,0.279153108421806,0.168338454496375,0.171628995153815,0.141113217629694,-0.0219243229963161,-0.109631645372696,-0.102309536940811,-0.245309096928196,-0.315630365082385,-0.253368359022634
"Q13439",106,103,"GOGA4_HUMAN Golgin subfamily A member 4",-0.139257349344498,-0.150262487634012,-0.175458094508291,-0.139689843763443,-0.161212797149135,-0.113804628870665,-0.18449322980787,-0.20262622088611,-0.236528416585478,0.0466453568924518,-0.00520854143736321,0.0200397961793384,0.174928215058017,0.206368972563035,0.200796965057698,0.273200908903349,0.275624250722908,0.264261656560074
"P48681",105,91,"NEST_HUMAN Nestin",-0.200410252340722,-0.145210458221803,-0.206229394927535,-0.164425363692311,-0.0906219966481177,-0.0897283904949963,-0.271018420321306,-0.257253666040438,-0.329627521207858,-0.186811500571054,-0.259001763424596,-0.225048843610549,0.200898158656297,0.263760024901878,0.273120625344088,0.574512797222591,0.597800796325881,0.507129645650549
"Q99996",103,98,"AKAP9_HUMAN A-kinase anchor protein 9",-0.279254963852804,-0.264984193602014,-0.336589738559893,-0.221040626108783,-0.209512116805872,-0.206663227171654,-0.235054839565657,-0.25879763442942,-0.345809232023953,0.0824808021500622,0.0268165943509384,0.109058896053968,0.371016607072623,0.394557959442989,0.347620355627167,0.293028288585887,0.298549732648294,0.304139285436489
"O75369",102,101,"FLNB_HUMAN Filamin-B",0.640811424910872,0.59779893749581,0.680367003798037,0.383916286332247,0.426593380852086,0.348830788752607,0.350847053680996,0.362913904390012,0.473763743366817,0.00893249875550993,0.0849615440670675,-0.0287368608458163,-0.421247441014359,-0.648431936698129,-0.655657373742443,-0.822280722803761,-0.922636256266133,-0.929794001342191
"Q15075",98,93,"EEA1_HUMAN Early endosome antigen 1",-0.0999176769262622,-0.146720697068775,-0.136801941878452,-0.115130843525885,-0.140402418801417,-0.158052755570503,0.123967816132023,0.109872645554684,0.0925713639119643,0.0696639489081,0.017066036897389,0.0336285850260873,0.0214577442812779,0.00733021336732024,0.0260529803250166,0.141299187670796,0.0822445745050267,0.0750299869988609
"P46821",97,89,"MAP1B_HUMAN Microtubule-associated protein 1B",0.583052464458431,0.532848093728428,0.598338095203289,0.355241415636982,0.33444012209708,0.290526894101689,-0.149019941534948,-0.145458185267376,-0.0620791052128437,-0.256203111728597,-0.237909440171287,-0.315979293822945,-0.314339944092857,-0.390918243686908,-0.346603012058465,-0.114621162961428,-0.230596238854581,-0.193646493234251
"Q8WWI1",96,69,"LMO7_HUMAN LIM domain only protein 7",0.256207986504231,0.228165989995978,0.260796511897112,0.114818542604685,0.120106245628834,0.0718143111511321,0.168863367765439,0.147230932035146,0.247829208285823,0.123011267075636,0.174358028897744,0.109370938170736,-0.162370495915049,-0.243808106491533,-0.275711101073391,-0.404689676059388,-0.476794463250189,-0.458643600086627
"Q702N8",88,87,"XIRP1_HUMAN Xin actin-binding repeat-containing protein 1",-1.12371757698839,-1.0435834424421,-0.90911623759038,-1.07936046538545,-1.029571326389,-0.837523612371112,-0.879657386799503,-0.760528628199633,-0.743485060360231,0.307663047674142,0.13077663572507,0.218825607913991,1.06422292340428,1.1635273166722,1.20260960599805,1.45818834442354,1.32946997372593,1.29290892273636
"Q14008",87,83,"CKAP5_HUMAN Cytoskeleton-associated protein 5",0.294010111482972,0.259754258276885,0.331637863583118,0.189486264871183,0.187260023565086,0.145707569173821,-0.0856792521690025,-0.104874261615154,-0.0812209076731296,-0.0981353111459765,-0.0663879417937402,-0.0882041201525015,-0.135690894721752,-0.144099552899109,-0.13402946365661,-0.126043017154912,-0.18752259140529,-0.195001220828964
"Q07954",87,78,"LRP1_HUMAN Prolow-density lipoprotein receptor-related protein 1",0.345739556598407,0.334291628669186,0.446764842576812,0.359354176258412,0.322735422226297,0.354773358602893,0.164566325797143,0.155110332111253,0.228352075775405,-0.0955934641609538,-0.00890347014182945,-0.0817900853658622,-0.298861867021098,-0.393398014094568,-0.401592971303313,-0.404679975159229,-0.498235360339434,-0.501549339074485
"P35580",87,84,"MYH10_HUMAN Myosin-10",-0.121402492058501,-0.099128469291795,-0.0600833021889952,0.0512666637976961,0.0398212888033894,0.0594803949272259,0.254693915911029,0.232836734541828,0.242682474429453,0.0864063215401131,0.0655976209985031,0.0586435667103785,-0.0458888634080363,-0.135330322104564,-0.117303882408879,-0.148496743949381,-0.206156892557652,-0.188588173973132
"P20929",86,81,"NEBU_HUMAN Nebulin",-1.10319786251217,-1.02333718965712,-1.07347947910663,-0.914133256781033,-0.840786024201475,-0.875201869708266,-0.671359278675022,-0.603478256158258,-0.864788186832745,0.037428446811404,-0.384395680402106,-0.285004905689807,0.848913398713869,0.771987162243868,0.776204128345846,1.70639703953233,1.28560589149891,1.21594006112772
"Q9P2E9",86,85,"RRBP1_HUMAN Ribosome-binding protein 1",0.513227569864813,0.450401044851956,0.580872578115163,0.3110906878848,0.364521368525849,0.388496594171017,-0.0584370107975182,-0.0305903555870408,0.0349127201046715,-0.248164693994508,-0.191971888754138,-0.276858399176197,-0.25529021640662,-0.309283470626906,-0.333240077582336,-0.266548881764636,-0.339490222076252,-0.328527106223433
"P46940",86,81,"IQGA1_HUMAN Ras GTPase-activating-like protein IQGAP1",0.111244620397214,0.0988522911124953,0.201917596541607,0.026224916520688,0.0392209741148854,-0.0170688369609929,0.262003753602247,0.28216633336447,0.386207986120481,0.157573562442998,0.233901818246473,0.103612113105618,-0.108375541421563,-0.258682018718919,-0.266621420995904,-0.377520303985166,-0.459707284291629,-0.405975018111116
"Q6P2Q9",85,81,"PRP8_HUMAN Pre-mRNA-processing-splicing factor 8",0.0299018421110227,7.32437375808848e-05,0.0469165886955679,-0.0720907742759644,-0.072165317331556,-0.0950890182312185,0.0870186262971976,0.0816889490953683,0.162379960159641,0.139382778246832,0.18491736362973,0.137839348686049,-0.0184068058777909,-0.0564727639586567,-0.0509955690681025,-0.14728357509229,-0.214823196696125,-0.142827240123642
"P18206",83,61,"VINC_HUMAN Vinculin",-0.162858416544948,-0.14815066526417,-0.150262354853908,-0.00837438607636572,0.00617376003474746,0.0388699028946663,0.0156463943383066,-0.0212009304949783,-0.0506089683883072,-0.0608661322173817,-0.0915338115839202,-0.0241924999020234,0.0564950655300041,0.0696915942754501,0.0711843121024436,0.152208833938052,0.169805758929069,0.140411412862812
"P49327",83,78,"FAS_HUMAN Fatty acid synthase",-0.168235313138879,-0.170206665102443,-0.207340914338804,-0.238682525903434,-0.273068448173131,-0.328965708634568,-0.408585644483748,-0.37363502420901,-0.433704876020219,-0.259981550671473,-0.320673152808845,-0.285313460265359,0.219888219114315,0.418658212971284,0.405727054397009,0.813096886024307,0.830933857829783,0.744091775203735
"O75643",83,79,"U520_HUMAN U5 small nuclear ribonucleoprotein 200 kDa helicase",-0.0159745014070079,-0.0621546983019175,0.00135658612640843,-0.0395436242643348,-0.05372075963346,-0.077579427450638,0.136102328468867,0.101140918835268,0.161778418741062,0.14032982534738,0.15719099680816,0.142180995342896,-0.0207859794201899,-0.06999705648189,-0.0442360153497645,-0.140045388043119,-0.172605545141772,-0.138386561760615
"Q00610",80,70,"CLH1_HUMAN Clathrin heavy chain 1",0.297608827628359,0.273861235835548,0.369778662669693,0.0194400671695991,0.0360749404948748,-0.100582578092437,0.117166558632158,0.169593434886657,0.316687294707425,0.100390602595917,0.191894039695226,0.0107510440075116,-0.150989294529053,-0.229578645677566,-0.242372248690332,-0.310198379542869,-0.439307867639093,-0.415875274646258
"Q8IUG5",80,77,"MY18B_HUMAN Unconventional myosin-XVIIIb",-0.721005620394294,-0.692851755905315,-0.704760091919516,-0.411664973535698,-0.513250039438909,-0.447513100338934,-0.616838582819105,-0.611390294990242,-0.715493271372591,0.444866967771986,0.266930621616079,0.33600462843728,0.66020239173742,0.624804326142335,0.608290053016313,0.812129618573641,0.672487844344811,0.701523987341628
"Q8WUY3",79,78,"PRUN2_HUMAN Protein prune homolog 2",-0.553770843143099,-0.564088879463573,-0.522936643702574,-0.391681415760906,-0.430396954675855,-0.371131585412001,-0.681069970030815,-0.644153026347956,-0.716668926510999,0.273076663494693,0.166878368699628,0.177293361875468,0.53658550700684,0.648272667780409,0.62015949451073,0.857366115012871,0.759468161622455,0.752125226877167
"P21817",74,69,"RYR1_HUMAN Ryanodine receptor 1",-1.16918701746353,-1.07620424563458,-1.29950490263086,-0.995994501651485,-0.888250805674234,-1.04627601636515,-0.795463046283662,-0.67830863920968,-1.04964225355424,0.286224963081327,-0.168237821168068,-0.0193868236305597,1.01639605494866,1.0280919263629,1.04413138866502,1.70865860119079,1.42153198409295,1.38554109081586
"Q92878",74,72,"RAD50_HUMAN DNA repair protein RAD50",-0.132071147345557,-0.153955378486904,-0.122286791278417,-0.0744542989511236,-0.0830595198062811,-0.0575727325959502,0.207449413779085,0.180190300754475,0.219017286204253,0.132635990672737,0.134683245898997,0.158721279059455,-0.0183812087130597,-0.040955978586859,-0.0363833549812139,-0.111830423432664,-0.10791628627125,-0.090178022032966
"P42704",72,53,"LPPRC_HUMAN Leucine-rich PPR motif-containing protein, mitochondrial",-0.16638621098668,-0.187390655641441,-0.156998970793261,-0.025184689861393,-0.0206906421279679,0.0192078364074484,-0.0786668516891397,-0.167854599411505,-0.151119285938842,-0.0376197073417505,-0.0503392262393857,0.0584379612382332,0.137085148642825,0.147263480361747,0.151685906606885,0.179852366171805,0.154679892550428,0.191443776455277
"Q04637",71,64,"IF4G1_HUMAN Eukaryotic translation initiation factor 4 gamma 1",0.151400244329924,0.107764103562933,0.150841027523063,0.114660835659177,0.0907398592304377,0.13642546694145,-0.222238701666539,-0.257707446995535,-0.267563437624326,-0.116136074345832,-0.150994554628572,-0.122189000727592,-0.0146502677671667,0.0320167866075139,0.0382879888533182,0.114732007180197,0.100014718459657,0.115167438463834
"Q14683",71,62,"SMC1A_HUMAN Structural maintenance of chromosomes protein 1A",0.131590658407405,0.113965990835985,0.187354194316437,0.127088667434829,0.0925085902457517,0.141574960162265,0.167341616147942,0.114642961504118,0.18843502352582,0.0196823710432061,0.0834995542703326,0.0654391250218088,-0.150054340924456,-0.175375658499334,-0.195477069685424,-0.28874392288717,-0.303446761685106,-0.297202331785996
"Q9ULT8",71,70,"HECD1_HUMAN E3 ubiquitin-protein ligase HECTD1",0.0229999781776319,0.0351959294634384,-0.000738309451151536,0.0274685696939914,0.024167363066865,0.0435917607493189,-0.167914472990313,-0.157987427061186,-0.241154266851391,0.102490325119194,0.0744637756514197,0.105551406360566,0.11540025303166,0.1189026592425,0.101716963877658,-0.0689844079244099,-0.0705659402376071,-0.0698037640226076
"Q08378",70,66,"GOGA3_HUMAN Golgin subfamily A member 3",-0.0931435992354732,-0.0962050654980725,-0.11599044149006,-0.0955221042571162,-0.0885513627198256,-0.122521023522199,-0.329091092677702,-0.311104731002883,-0.340092109244855,-0.127928768813563,-0.131299748612789,-0.125086625259764,0.213477390830923,0.228305251699716,0.23019516848757,0.477897303227467,0.412314907597229,0.423736956089996
"Q9NQT8",70,69,"KI13B_HUMAN Kinesin-like protein KIF13B",-0.498994384153134,-0.54807925084429,-0.4652568020317,-0.183247743780429,-0.229903734398386,-0.198808421363887,0.0299118332720678,-0.020031888440732,-0.0591565965889375,0.198846283532372,0.177280652348428,0.207536809623342,0.198695536351325,0.250572676949111,0.246788807889179,0.293042415153622,0.245226877673966,0.294969243419355
"P11055",68,68,"MYH3_HUMAN Myosin-3",-1.30183590889169,-1.21104807697231,-1.22029223680466,-1.14450214352137,-1.07664211402574,-1.0214954378186,-1.1154654096379,-0.901136531756342,-1.1446121396103,-0.129487730179168,-0.616715554952946,-0.431959271295613,0.981076388429123,1.33953631539494,1.37422130338011,2.4832118772214,2.3570142630919,2.19793396608123
"O75923",68,60,"DYSF_HUMAN Dysferlin",-0.298762964496858,-0.322973092741412,-0.294140204633188,-0.190833515687528,-0.243777181962821,-0.207196909879185,-0.177808753097196,-0.228604444739674,-0.252141020054169,-0.0713887154085723,-0.16059758512938,-0.0734488380283121,0.204001138794768,0.313811655373565,0.324386284703064,0.600976241745613,0.542530279092373,0.530523338229192
"Q709C8",67,66,"VP13C_HUMAN Vacuolar protein sorting-associated protein 13C",-0.285735940538381,-0.279898746542917,-0.325260940186606,-0.110648062293384,-0.192237625059895,-0.217097976968151,0.00979257266989382,-0.0564398889172155,-0.102590645050222,0.113459955532062,0.0899295609728181,0.100856593854555,0.163660252692035,0.197529508652083,0.19823179208255,0.200365123500918,0.20592768216526,0.221580296817893
"Q9BZF9",67,61,"UACA_HUMAN Uveal autoantigen with coiled-coil domains and ankyrin repeats",0.173204831125938,0.147435517226358,0.194789282123685,0.124408372381039,0.158873174744787,0.163332349586562,0.086360804954337,0.0593305243586789,0.0863098275057931,-0.0793604816983883,-0.0202439006669982,-0.0722039827931642,-0.211303243154857,-0.231035598169216,-0.248696603525402,-0.0798653343249099,-0.111333512281721,-0.146134059176019
"Q00341",67,66,"VIGLN_HUMAN Vigilin",0.243998435615999,0.229125569051473,0.308161837616635,0.15594135386152,0.129610587596406,0.17444754806334,-0.132925393513504,-0.171918582302341,-0.11450538707356,-0.14646851534659,-0.122237119129366,-0.128768557181397,-0.0583486441016626,-0.0778491751508607,-0.027772552676534,-0.0787369313637128,-0.0990981652268045,-0.0924901662549936
"Q5VST9",66,65,"OBSCN_HUMAN Obscurin",-0.811384730406359,-0.799475587926393,-0.919764190188505,-0.77245126034385,-0.728384991763329,-0.7847060271913,-0.689211909194992,-0.548126966360101,-0.702749711775671,0.0487088147318084,-0.275159833744935,-0.201383709325086,0.733940679194635,0.763680893128862,0.725705054103993,1.51804833991784,1.24859384327464,1.13498863785624
"P11532",66,58,"DMD_HUMAN Dystrophin",-0.914047606246293,-0.805827508374454,-0.951665872719293,-0.713613557473226,-0.621418488943873,-0.643508811047714,-0.557788920900282,-0.509199250088416,-0.72538660016442,0.0387734152130647,-0.312542905370845,-0.2079390689507,0.623923085676371,0.587688542193379,0.621751409896156,1.51505778763164,1.17370541939691,1.0872662905558
"Q12888",65,55,"TP53B_HUMAN TP53-binding protein 1",-0.338017085397066,-0.323919074182346,-0.309066523683124,-0.145657237069374,-0.1749653065512,-0.0743068972791357,-0.018979494283804,-0.0989370863515906,-0.0910334985727471,0.060956595867993,0.00680945339999117,0.0983106866201888,0.148816013908186,0.196308904667629,0.179908478885975,0.323137287852108,0.275989476732703,0.301094297367415
"Q9UQE7",64,52,"SMC3_HUMAN Structural maintenance of chromosomes protein 3",0.117554939136458,0.109542186392943,0.159849415585881,0.0819802514548882,0.0829431080986534,0.0516724613730121,0.237092036021744,0.17844735430063,0.249014807333809,0.102980644746232,0.142836393352022,0.120037397251871,-0.140849767519746,-0.203410572002918,-0.217588669945252,-0.324119957785321,-0.364746912375709,-0.335110325969242
"P53621",64,55,"COPA_HUMAN Coatomer subunit alpha",0.350797493871841,0.311828190804608,0.323450232668528,0.110107507358347,0.0862511320831837,0.078968100645547,-0.0797128661762122,-0.0544212951247542,0.030183161008008,-0.064012867074321,-0.0582398071829236,-0.0876433598083183,-0.138615383036771,-0.155766391063019,-0.0936017429595008,-0.176579850273084,-0.185591043294503,-0.185621447662169
"O75962",63,60,"TRIO_HUMAN Triple functional domain protein",0.248232534446308,0.222977534338582,0.247551750852141,0.193053871823853,0.222582219356029,0.246507038665655,-0.112651156012177,-0.114767801027485,-0.157509272589968,-0.145566544655062,-0.116348138014652,-0.102019781921367,-0.14465576673932,-0.0689018870111502,-0.0739226286434779,-0.166110277674799,-0.0763693179429847,-0.0983225124031819
"P07814",62,47,"SYEP_HUMAN Bifunctional glutamate/proline--tRNA ligase",-0.0923203205087782,-0.114717143968938,-0.0655747145087247,-0.0141835941648433,-0.03880205835797,-0.0158342145495276,-0.13090407748649,-0.167971335949621,-0.177587247442636,-0.144860254764723,-0.179071479195697,-0.100234543988185,0.108121478333917,0.132239649318,0.127760511890976,0.298336439507029,0.274793784705919,0.28923203736646
